Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank
CrowdTwist,https://www.crunchbase.com/organization/crowdtwist,"Travel and Tourism, Commerce and Shopping, Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Content and Publishing, Financial Services","New York, New York, United States",CrowdTwist is an industry-leading provider of comprehensive multichannel loyalty and analytics solutions.,"2,809"
PeopleMatter,https://www.crunchbase.com/organization/peoplematter,"Travel and Tourism, Food and Beverage, Software","Charleston, South Carolina, United States",PeopleMatter is a powerful and complete workforce management platform designed to fit the specific needs of service-industry brands.,"2,792"
Brave,https://www.crunchbase.com/organization/brave-software,"Software, Internet Services","San Francisco, California, United States",Brave Software is a tech startup focused on building a safer and faster Internet for users,"2,791"
PandaDoc,https://www.crunchbase.com/organization/pandadoc,"Information Technology, Software, Sales and Marketing","San Francisco, California, United States","PandaDoc is a document automation software as a service with built-in electronic signatures, workflow management and document builder.","2,762"
HealthLoop,https://www.crunchbase.com/organization/healthloop,"Apps, Software, Health Care","Mountain View, California, United States",HealthLoop is a SaaS-based platform enabling medical practices to monitor and communicate with patients during the recovery process.,"2,756"
Kustomer,https://www.crunchbase.com/organization/kustomer,"Information Technology, Software, Sales and Marketing","New York, New York, United States","The first platform built around the customer, bringing together everything you need to serve your customers better in one easy-to-use place.","2,743"
Jellyvision,https://www.crunchbase.com/organization/jellyvision,Software,"Chicago, Illinois, United States","We make learning and decision making delightful. ALEX, our benefits expert, helps millions of employees understand their benefit options.","2,733"
Work Market,https://www.crunchbase.com/organization/work-market,"Software, Professional Services","New York, New York, United States","Work Market, a company backed by Spark Capital and Union Square Ventures, provides a marketplace for managing contractors and freelancers.","2,727"
Cloudyn,https://www.crunchbase.com/organization/cloudyn,"Hardware, Information Technology, Software, Internet Services","Tel Aviv, Tel Aviv, Israel",Cloudyn provides cloud business management solutions to the multi-cloud enterprise helping them grow their cloud with confidence.,"2,725"
Elastica,https://www.crunchbase.com/organization/elastica,"Information Technology, Data and Analytics, Software, Privacy and Security","San Jose, California, United States",Elastica offers Data Science Powered SaaS app/cloud service security for companies of all sizes.,"2,724"
Stitch Labs,https://www.crunchbase.com/organization/stitch-labs,"Hardware, Commerce and Shopping, Data and Analytics, Software","San Francisco, California, United States","Stitch Labs provides software that simplifies commerce, decisions, and life for retailers and wholesalers.","2,712"
Grow,https://www.crunchbase.com/organization/grow-2,"Data and Analytics, Software","Provo, Utah, United States",Powerfully simple business intelligence (BI) dashboard software for small & medium businesses.,"2,701"
Kenandy,https://www.crunchbase.com/organization/kenandy,"Hardware, Consumer Electronics, Software","Redwood City, California, United States","Revolutionizing ERP for business innovation. Built on Salesforce, Kenandy empowers customers to map their ERP to their business processes.","2,684"
Leadspace,https://www.crunchbase.com/organization/leadspace,"Data and Analytics, Software, Sales and Marketing","San Francisco, California, United States",Leadspace drives B2B growth with predictive analytics applications for demand generation and account-based marketing.,"2,637"
Plutora,https://www.crunchbase.com/organization/plutora,Software,"Mountain View, California, United States",Plutora enables enterprises to deliver software faster and at higher quality,"2,635"
Testlio,https://www.crunchbase.com/organization/testlio,"Data and Analytics, Software, Mobile","San Francisco, California, United States",Move Fast Without Breaking Things. Testlio manages all of your mobile app testing needs so you can launch better apps your users will love.,"2,621"
Mintigo,https://www.crunchbase.com/organization/mintigo,"Information Technology, Data and Analytics, Software, Sales and Marketing","San Mateo, California, United States",Mintigo’s Predictive Marketing Platform for enterprise enables insight-driven customer engagement to win and retain customers.,"2,612"
Booker,https://www.crunchbase.com/organization/booker-software,"Commerce and Shopping, Software, Mobile","New York, New York, United States","Booker is a web-based platform enabling businesses to sell their services online, through their website, network of partner sites and apps.","2,581"
Salesforce Buddy Media,https://www.crunchbase.com/organization/buddymedia,"Apps, Media and Entertainment, Software, Sales and Marketing, Internet Services","New York, New York, United States","Salesforce Buddy Media, a social media marketing platform, helps companies build connections and maintain relationships with customers.","2,579"
ClearStory Data,https://www.crunchbase.com/organization/clearstory-data,"Data and Analytics, Software","Menlo Park, California, United States","ClearStory Data provides solutions enabling business users to discover, analyze and consume data at scale from different data sources.","2,570"
Zarget,https://www.crunchbase.com/organization/zarget,"Data and Analytics, Software, Sales and Marketing, Internet Services","Walnut, California, United States",Zarget is a new age conversion rate optimization software which helps to increase conversions with features like A/B Testing & Heatmaps,"2,564"
Autopilot,https://www.crunchbase.com/organization/autopilot-2,"Software, Sales and Marketing","San Francisco, California, United States",Autopilot is easy and visual marketing software for automating the customer journey,"2,537"
GetApp,https://www.crunchbase.com/organization/getapp,"Apps, Software, Sales and Marketing, Internet Services","Barcelona, Catalonia, Spain",GetApp is a software marketplace that helps businesses discover business apps. It serves as an online lead generation channel for SaaS.,"2,504"
LogicMonitor,https://www.crunchbase.com/organization/logicmonitor,"Hardware, Information Technology, Software","Santa Barbara, California, United States","LogicMonitor provides SaaS-based data center monitoring services for physical, virtual and cloud-based IT infrastructures.","2,481"
Retail Solutions,https://www.crunchbase.com/organization/retail-solutions,"Commerce and Shopping, Data and Analytics, Software","Mountain View, California, United States","Retail Solutions is a software firm providing SaaS products for data management, business intelligence, and point of sale applications.","2,480"
Resultados Digitais,https://www.crunchbase.com/organization/resultados-digitais,"Software, Sales and Marketing","Florianópolis, Santa Catarina, Brazil",Resultados Digitais mission is to help SMEs create a predictable and scalable customer growth machine using inbound marketing.,"2,472"
Contentful,https://www.crunchbase.com/organization/contentful,"Apps, Media and Entertainment, Software, Internet Services, Mobile","Berlin, Berlin, Germany","Contentful is an API-first CMS that makes it easy for companies to publish editorial content in webapps, mobile apps, and any smart devices.","2,471"
Transcriptic,https://www.crunchbase.com/organization/transcriptic,"Biotechnology, Science and Engineering, Hardware, Software","Menlo Park, California, United States",Transcriptic is a SaaS-based biotechnology company providing robotic solutions for biology labs.,"2,461"
Cloud Technology Partners,https://www.crunchbase.com/organization/cloud-technology-partners,"Software, Internet Services","Boston, Massachusetts, United States",Cloud Technology Partners designs and builds cloud solutions for apps and infrastructures that reduce IT costs and streamline operations.,"2,460"
Wercker,https://www.crunchbase.com/organization/wercker,"Software, Internet Services","Amsterdam, Noord-Holland, The Netherlands","Wercker is a platform and tool to rapidly develop, build and deploy containerized applications and microservices for the modern cloud","2,450"
Velocify,https://www.crunchbase.com/organization/velocify,"Information Technology, Software, Sales and Marketing","El Segundo, California, United States",Velocify provides cloud-based intelligent sales software designed for high-velocity sales environments.,"2,433"
ScribbleLive,https://www.crunchbase.com/organization/scribblelive,"Hardware, Consumer Electronics, Software","Toronto, Ontario, Canada",ScribbleLive is the leading content marketing platform designed to help you make decisions with data and deliver content effectively.,"2,430"
Impartner,https://www.crunchbase.com/organization/impartner,"Hardware, Consumer Electronics, Software","South Jordan, Utah, United States","Impartner is an established, independent, and thriving SaaS-based Software Company with innovative solutions tailored","2,417"
"Beckon, Inc.",https://www.crunchbase.com/organization/beckon-inc,"Data and Analytics, Software, Sales and Marketing","San Mateo, California, United States","Beckon is The Source of Truth for Marketing™. Rock-solid data management + real-time marketing intelligence for better, faster decisions.","2,409"
Statsbot,https://www.crunchbase.com/organization/statsbot,"Information Technology, Data and Analytics, Software, Design","San Francisco, California, United States","Statsbot helps the team track metrics from Google Analytics, Mixpanel, and New Relic.","2,392"
Price f(x),https://www.crunchbase.com/organization/price-f-x,Software,"Pfaffenhofen An Der Glonn, Bayern, Germany",Price f(x) is the pricing suite designed especially for the needs of a holistic pricing process.,"2,377"
ReviewPro,https://www.crunchbase.com/organization/reviewpro,"Information Technology, Software, Sales and Marketing, Internet Services","Barcelona, Catalonia, Spain",ReviewPro is a customer intelligence tool enabling hotels to manage their online reputation and social media.,"2,376"
Loggly,https://www.crunchbase.com/organization/loggly,"Information Technology, Data and Analytics, Software, Internet Services","San Francisco, California, United States","Used by more than 9,000 happy customers, Loggly takes the important but non-differentiating work (i.e.","2,361"
Nexosis,https://www.crunchbase.com/organization/nexosis,"Data and Analytics, Software","Columbus, Ohio, United States",Nexosis has created a machine learning platform that answers complex time series problems.,"2,360"
Duetto,https://www.crunchbase.com/organization/duetto-research,"Travel and Tourism, Commerce and Shopping, Media and Entertainment, Data and Analytics, Software, Internet Services, Content and Publishing","San Francisco, California, United States","Duetto delivers SaaS applications that help hotels forecast demand, set prices and manage distribution.","2,352"
MomentFeed,https://www.crunchbase.com/organization/momentfeed,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Advertising","Santa Monica, California, United States","MomentFeed is a digital marketing platform that enables brands to connect with consumers at the local level, on a global scale.","2,344"
project44,https://www.crunchbase.com/organization/project44,"Software, Transportation","Chicago, Illinois, United States","Enterprise SaaS network powering the dynamic supply chain of the future through global, on-demand connectivity and visibility.","2,321"
WEVR,https://www.crunchbase.com/organization/wevr,"Hardware, Media and Entertainment, Community and Lifestyle, Software","Venice, California, United States",WEVR is a virtual reality community and VR media player for aspiring and professional creatives.,"2,308"
Clarizen,https://www.crunchbase.com/organization/clarizen,"Software, Internet Services","San Mateo, California, United States",Clarizen is a global leader in project management and collaborative work management software.,"2,299"
FleetMatics,https://www.crunchbase.com/organization/fleetmatics,"Software, Transportation","Rolling Meadows, Illinois, United States",FleetMatics is a SaaS-based GPS tracking system enabling small and medium-sized businesses to extract real-time data on vehicle activity.,"2,295"
Scout RFP,https://www.crunchbase.com/organization/scout-rfp,"Software, Transportation","San Francisco, California, United States",Scout RFP is an innovative e-sourcing solution for companies in all industries.,"2,292"
Acumatica,https://www.crunchbase.com/organization/acumatica,"Information Technology, Software, Sales and Marketing, Internet Services","Kirkland, Washington, United States",Acumatica is a provider of cloud business management software that empowers small and mid-size businesses to unlock their potential.,"2,282"
Bench,https://www.crunchbase.com/organization/bench,"Software, Professional Services, Financial Services","Vancouver, British Columbia, Canada","Bench is the online bookkeeping service that pairs you with a dedicated bookkeeping team and simple, elegant software to balance your books.","2,279"
Signal Sciences,https://www.crunchbase.com/organization/signal-sciences,"Apps, Information Technology, Software, Privacy and Security","Venice, California, United States",Signal Sciences is a software as a service platform providing security monitoring and defense for your web application.,"2,269"
Handshake,https://www.crunchbase.com/organization/handshake-5,"Commerce and Shopping, Information Technology, Software, Sales and Marketing, Internet Services","New York, New York, United States","Handshake provides the B2B Commerce platform that helps manufacturers and distributors grow, by powering in-person and online ordering.","2,246"
SupportPay,https://www.crunchbase.com/organization/supportpay,"Apps, Community and Lifestyle, Software, Professional Services, Payments, Financial Services, Lending and Investments","Santa Clara, California, United States",Only payment platform for parents sharing child expenses and managing child support,"2,204"
QUALIA,https://www.crunchbase.com/organization/localresponse,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Mobile, Advertising","New York, New York, United States","Qualia empowers organizations to deliver seamless consumer experiences across all devices, from intent to conversion.","2,197"
Maxwell Health,https://www.crunchbase.com/organization/maxwell-health,"Software, Health Care, Mobile","Boston, Massachusetts, United States",Maxwell Health is a technology platform and innovative marketplace solution that makes benefits and HR simple.,"2,182"
ViSenze,https://www.crunchbase.com/organization/visenze,"Science and Engineering, Data and Analytics, Software, Internet Services","Singapore, Central Region, Singapore",ViSenze simplifies the visual web through artificial intelligence.,"2,152"
Nitro,https://www.crunchbase.com/organization/nitropdf,Software,"San Francisco, California, United States","Nitro's enterprise-grade PDF productivity solutions are now trusted by more than 575,000 leading businesses worldwide.","2,148"
Hatchbuck,https://www.crunchbase.com/organization/hatchbuck,"Information Technology, Software, Sales and Marketing","St Louis, Missouri, United States",Hatchbuck develops software that automates sales and marketing activities to enable businesses to reach and retain customers.,"2,143"
WatchDox,https://www.crunchbase.com/organization/watchdox,"Software, Privacy and Security, Mobile","Palo Alto, California, United States",WatchDox is a SaaS-based document-centric security platform enabling organizations to control their critical documents via mobile devices.,"2,142"
Everwise,https://www.crunchbase.com/organization/everwise,Software,"New York, New York, United States",Everwise provides a completely new model for talent development.,"2,125"
Satmetrix,https://www.crunchbase.com/organization/satmetrix,"Software, Sales and Marketing","Redwood City, California, United States","Satmetrix brings the power of NPS® to customer experience management, to help increase customer lifetime value (CLV) and drive growth.","2,104"
Tachyus,https://www.crunchbase.com/organization/tachyus,"Natural Resources, Energy, Information Technology, Data and Analytics, Software, Design","San Mateo, California, United States",Tachyus is a data startup developing an array of sensors and mobile applications for the oil and gas industry.,"2,103"
AppZen,https://www.crunchbase.com/organization/appzen,"Science and Engineering, Data and Analytics, Software, Professional Services, Financial Services","Sunnyvale, California, United States",Artificial Intelligence application for Expense Compliance and Fraud detection,"2,101"
AvePoint,https://www.crunchbase.com/organization/avepoint,"Information Technology, Software, Professional Services, Internet Services, Privacy and Security","Jersey City, New Jersey, United States",AvePoint is a technology company providing infrastructure management software solutions for Microsoft SharePoint products and technologies.,"2,044"
BidPal,https://www.crunchbase.com/organization/bidpal-network,"Commerce and Shopping, Software","Indianapolis, Indiana, United States",BidPal creates technology for good that helps nonprofits engage their constituents and raise more money.,"2,012"
Icertis,https://www.crunchbase.com/organization/icertis,"Information Technology, Software, Sales and Marketing, Internet Services","Bellevue, Washington, United States",The Leading Enterprise Contract Management Platform in the Cloud,"2,001"
Mobilize,https://www.crunchbase.com/organization/mobilize-2,"Community and Lifestyle, Software","San Francisco, California, United States",Mobilize is a group communication solution designed to help businesses organize and communicate with their networks of partners.,"1,998"
Jasper @ Cisco,https://www.crunchbase.com/organization/jasper-wireless,"Software, Internet Services, Mobile","Santa Clara, California, United States","Jasper, now part of Cisco, powers the Internet of Things (IoT) initiatives for 5,000 enterprises across 100+ service provider networks.","1,977"
Recurly,https://www.crunchbase.com/organization/recurly,"Information Technology, Software, Payments","San Francisco, California, United States",Recurly is a SaaS-based company providing recurring billing management as an outsourced service.,"1,953"
Applied Predictive Technologies,https://www.crunchbase.com/organization/applied-predictive-technologies,Software,"Arlington, Virginia, United States",Applied Predictive Technologies provides software and consulting services for consumer-focused companies,"1,949"
Fieldglass,https://www.crunchbase.com/organization/fieldglass,"Software, Internet Services","Chicago, Illinois, United States","Fieldglass provides SaaS-based solutions that help firms procure and manage contingent workers, services, independent contractors and more.","1,939"
InviteManager,https://www.crunchbase.com/organization/spotlight-ticket-management,"Hardware, Consumer Electronics, Software","Calabasas, California, United States",We make client entertainment easy & prove the ROI.,"1,901"
SigOpt,https://www.crunchbase.com/organization/sigopt,"Data and Analytics, Software","San Francisco, California, United States","SigOpt is the optimization platform that amplifies your research. SigOpt takes any research pipeline and tunes it, right in place.","1,892"
Culture Amp,https://www.crunchbase.com/organization/cultureamp,"Data and Analytics, Software","Melbourne, Victoria, Australia",Specializing in staff surveying and analytics.,"1,886"
LaunchDarkly,https://www.crunchbase.com/organization/launchdarkly,"Data and Analytics, Software","San Francisco, California, United States",LaunchDarkly helps startups and technology companies refine their products more quickly to fit the needs and wants of users.,"1,885"
HoneyBook,https://www.crunchbase.com/organization/honeybook,"Apps, Media and Entertainment, Events, Software","San Francisco, California, United States",HoneyBook believes in a world where creative entrepreneurs are able to make a living doing what they love.,"1,883"
Updater,https://www.crunchbase.com/organization/updater,"Real Estate, Software, Internet Services","New York, New York, United States",Updater makes moving easier for the 45 million Americans on the move every year.,"1,879"
ClearSlide,https://www.crunchbase.com/organization/clearslide,"Software, Sales and Marketing","San Francisco, California, United States",ClearSlide is a sales communications platform providing web-based services that cover many aspects of the sales process.,"1,858"
Apprenda,https://www.crunchbase.com/organization/apprenda,"Software, Internet Services","Troy, New York, United States",Apprenda is the leading enterprise Platform as a Service.,"1,846"
Emarsys,https://www.crunchbase.com/organization/emarsys,"Software, Sales and Marketing","Vienna, Wien, Austria",Emarsys provides the B2C Marketing Cloud technology to over 1500 leading companies.,"1,809"
NationBuilder,https://www.crunchbase.com/organization/nationbuilder,"Software, Government and Military, Internet Services","Los Angeles, California, United States",NationBuilder is a community organizing software platform that helps people organize and build community-based relationships.,"1,804"
BetterCloud,https://www.crunchbase.com/organization/bettercloud,"Apps, Information Technology, Software, Privacy and Security","New York, New York, United States",BetterCloud is a service that is able to identify anomalies in an organizations data usage patterns an alert IT about potential problems.,"1,793"
Toonimo,https://www.crunchbase.com/organization/toonimo,"Commerce and Shopping, Software, Sales and Marketing, Education, Advertising","New York, New York, United States",Personalized audio-visual walkthroughs,"1,785"
Console Inc.,https://www.crunchbase.com/organization/iix-inc,"Hardware, Software, Internet Services","Santa Clara, California, United States",Console is an enterprise software and interconnection solution provider with more than 170 PoPs globally.,"1,767"
Uberflip,https://www.crunchbase.com/organization/uberflip,"Software, Sales and Marketing","Toronto, Ontario, Canada","Uberflip lets marketers to create, manage and optimize content experiences, so they can leverage content throughout the buyer journey.","1,749"
Kyriba Corporation,https://www.crunchbase.com/organization/kyriba,"Software, Payments, Financial Services","San Diego, California, United States","Kyriba offers SaaS-based treasury solutions that enable treasury departments to plan for market volatility, regulation, and opportunities.","1,722"
Schoology,https://www.crunchbase.com/organization/schoology,"Software, Education, Internet Services","New York, New York, United States",Schoology provides a user-centric learning management system that makes it easy to create and share academic content.,"1,720"
Apptentive,https://www.crunchbase.com/organization/apptentive,"Platforms, Hardware, Data and Analytics, Software, Mobile","Seattle, Washington, United States","Apptentive’s mobile customer engagement software helps companies listen to, engage with, and retain their customers.","1,706"
RideCell,https://www.crunchbase.com/organization/ridecell,"Software, Transportation","San Francisco, California, United States",SaaS for Field Force & Fleet Automation,"1,687"
Aircall,https://www.crunchbase.com/organization/aircall,"Hardware, Information Technology, Software, Internet Services, Messaging and Telecommunications","Paris, Ile-de-France, France",Cloud-based phone system and call center software solution. Instant set-up. Integrates with your favourite CRM and Helpdesk.,"1,685"
SmartZip,https://www.crunchbase.com/organization/smartzip,"Real Estate, Data and Analytics, Software, Sales and Marketing, Financial Services, Advertising","Pleasanton, California, United States",SmartZip offers innovative and effective predictive marketing solutions to help real estate agents get more listings and lenders more leads.,"1,675"
Quantifind,https://www.crunchbase.com/organization/quantifind,"Data and Analytics, Software","Menlo Park, California, United States","Quantifind is an on-demand insights platform that helps leading brands explore, understand and change their impact on revenue.","1,673"
Active Network,https://www.crunchbase.com/organization/active-network,"Hardware, Consumer Electronics, Software, Internet Services","Dallas, Texas, United States",Software management solutions for the full scope of event planning needs.,"1,654"
MarketShare,https://www.crunchbase.com/organization/marketshare,"Data and Analytics, Software, Sales and Marketing","Los Angeles, California, United States",MarketShare is the advanced marketing analytics technology company.,"1,640"
Tracxn,https://www.crunchbase.com/organization/tracxn,"Data and Analytics, Software","Palo Alto, California, United States",The largest data platform of Startups,"1,634"
Vidyard,https://www.crunchbase.com/organization/vidyard,"Commerce and Shopping, Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Internet Services, Video","Mountain View, California, United States",Vidyard is a video marketing platform enabling customers to derive information on viewer-behavior for marketing automation systems and CRM.,"1,615"
Datorama,https://www.crunchbase.com/organization/datorama,"Data and Analytics, Software, Sales and Marketing, Advertising","New York, New York, United States","Datorama is a SaaS-based, big data management platform for advertisers and ad agencies.","1,609"
Contactually,https://www.crunchbase.com/organization/contactually,"Information Technology, Software, Sales and Marketing, Internet Services, Messaging and Telecommunications","Washington, District of Columbia, United States",Contactually is a relationship marketing platform that helps companies and individuals keep and generate business from their network.,"1,607"
Jumio,https://www.crunchbase.com/organization/jumio,"Apps, Information Technology, Software, Payments, Privacy and Security, Financial Services, Mobile","Palo Alto, California, United States","Jumio delivers the next-generation in digital ID verification, enabling businesses to reduce fraud and increase revenue.","1,600"
Aria Systems,https://www.crunchbase.com/organization/aria-systems,"Software, Payments, Internet Services","San Francisco, California, United States","Aria helps enterprises grow their recurring revenue businesses with an agile billing system that maximizes customer satisfaction, retention.","1,597"
Front App,https://www.crunchbase.com/organization/front-app,"Apps, Information Technology, Software, Internet Services, Messaging and Telecommunications","San Francisco, California, United States",Front App is a collaborative inbox for businesses.,"1,588"
HireVue,https://www.crunchbase.com/organization/hirevue,"Media and Entertainment, Software, Professional Services, Education, Video","South Jordan, Utah, United States",HireVue is a digital recruiting platform for hiring via predictive analytics and video.,"1,585"
ClearCare,https://www.crunchbase.com/organization/clearcare-online,"Information Technology, Software, Health Care","San Francisco, California, United States",ClearCare is a web-based software solution that helps home care agencies efficiently focus on what's important: providing better care.,"1,559"
Intelligence Node,https://www.crunchbase.com/organization/intelligencenode,"Hardware, Commerce and Shopping, Data and Analytics, Software","Mumbai, Maharashtra, India",Intelligence Node is a big data firm helping brands and retailers with pricing and merchandising analytics,"1,544"
Infer,https://www.crunchbase.com/organization/infer,"Information Technology, Data and Analytics, Software, Sales and Marketing","Mountain View, California, United States",Infer provides a predictive SaaS platform that helps businesses win more customers,"1,543"
BetterWorks,https://www.crunchbase.com/organization/betterworks-new,"Information Technology, Software","Redwood City, California, United States",BetterWorks enterprise software provides the easiest way to set and manage goals.,"1,523"
Aryaka Networks,https://www.crunchbase.com/organization/aryaka-networks,"Software, Internet Services","Milpitas, California, United States","Aryaka’s Global SD-WAN provides optimized, software-defined network connectivity and application acceleration to global enterprises","1,469"
Checkmarx,https://www.crunchbase.com/organization/checkmarx,"Software, Privacy and Security","Ramat Gan, Tel Aviv, Israel",Checkmarx develops static code analysis solutions which identify security vulnerabilities within an application’s source code.,"1,449"
Bounce Exchange,https://www.crunchbase.com/organization/bounce-exchange,"Data and Analytics, Software, Sales and Marketing","New York, New York, United States",Bounce Exchange enables clients to transform their web traffic by serving content tailored to different visitor segments.,"1,446"
Captricity,https://www.crunchbase.com/organization/captricity,"Information Technology, Data and Analytics, Software, Internet Services","Oakland, California, United States",Captricity is a cloud-based service that converts information on paper to digital data rapidly and effectively.,"1,437"
Reward Gateway,https://www.crunchbase.com/organization/reward-gateway,"Commerce and Shopping, Software, Health Care, Internet Services","Boston, Massachusetts, United States","The enterprise SaaS employee engagement platform with employee perks, recognition, communications, wellbeing and surveys.","1,411"
Signpost,https://www.crunchbase.com/organization/signpost,"Information Technology, Software, Sales and Marketing","New York, New York, United States",Signpost is cloud-based CRM software that gives local businesses the power to effortlessly build and manage customer relationships.,"1,391"
SalesLoft,https://www.crunchbase.com/organization/salesloft,"Information Technology, Software, Sales and Marketing, Internet Services, Messaging and Telecommunications","Atlanta, Georgia, United States",SalesLoft is the simplest way on the internet to email and call prospects in order to set up more qualified appointments.,"1,377"
Kenna,https://www.crunchbase.com/organization/risk-io,"Software, Privacy and Security","Chicago, Illinois, United States",Kenna is a Risk Intelligence & Vulnerability platform that enables InfoSec teams to prioritize and remediate vulns faster.,"1,369"
ProsperWorks,https://www.crunchbase.com/organization/prosperworks,"Apps, Information Technology, Software, Sales and Marketing","San Francisco, California, United States","ProsperWorks is a CRM your team will actually use. Built for Google, recommended by Google and used by Google.","1,354"
Quid,https://www.crunchbase.com/organization/quid,"Information Technology, Data and Analytics, Software, Design","San Francisco, California, United States","Quid powers human intuition with machine intelligence, enabling organizations to make decisions that matter.","1,341"
Rocketrip,https://www.crunchbase.com/organization/rocketrip,"Travel and Tourism, Software, Internet Services","New York, New York, United States",Rocketrip helps businesses reduce travel spend by incentivizing employees to save when they travel for business.,"1,329"
Clavis Insight,https://www.crunchbase.com/organization/clavis-technology,"Real Estate, Data and Analytics, Software, Consumer Goods","Dublin, Dublin, Ireland",The Industry Standard for Digital Channel Analytics for Consumer Goods Brands and Manufacturers.,"1,323"
AppDirect,https://www.crunchbase.com/organization/appdirect,"Apps, Software, Internet Services","San Francisco, California, United States",AppDirect is the leading cloud service marketplace and management company at the forefront of powering the global cloud economy.,"1,312"
Newsela,https://www.crunchbase.com/organization/newsela,"Media and Entertainment, Software, Education, Content and Publishing","New York, New York, United States",Newsela is the best way for students to master nonfiction in any subject.,"1,300"
BlueJeans Network,https://www.crunchbase.com/organization/blue-jeans-network,"Hardware, Media and Entertainment, Information Technology, Software, Internet Services, Video, Content and Publishing, Messaging and Telecommunications","Mountain View, California, United States","BlueJeans offers interactive, multi-directional video communication services through a cloud-based platform.","1,299"
Entelo,https://www.crunchbase.com/organization/entelo,"Software, Professional Services","San Francisco, California, United States","Entelo's recruiting platform enables top talent professionals to find, qualify, and engage with top talent.","1,278"
Olo,https://www.crunchbase.com/organization/olo,"Apps, Commerce and Shopping, Food and Beverage, Software, Mobile","New York, New York, United States",Olo is a SaaS digital ordering engine for restaurant brands. Over 30 million customers have used Olo for takeout & delivery on branded apps.,"1,259"
BlackLine,https://www.crunchbase.com/organization/blackline,Software,"Woodland Hills, California, United States","BlackLine offers quick-to-implement, scalable and easy-to-use applications that automate the financial close and other accounting processes.","1,254"
"ChargePoint, Inc.",https://www.crunchbase.com/organization/chargepoint,"Energy, Hardware, Sustainability, Data and Analytics, Software, Transportation, Internet Services","Campbell, California, United States","ChargePoint is the world's largest and most open electric vehicle (EV) charging network with over 28,000 places to charge.","1,248"
Host Analytics,https://www.crunchbase.com/organization/host-analytics,"Software, Internet Services, Financial Services","Redwood City, California, United States","Host Analytics is the leader in cloud-based enterprise performance management (EPM), offering a suite of financial analytic applications.","1,243"
Passport,https://www.crunchbase.com/organization/passportparking,"Software, Government and Military, Payments, Financial Services, Mobile","Dover, Delaware, United States",Passport is a mobile technology company specializing in enterprise business applications and payments for the public and private sector.,"1,236"
Mavenlink,https://www.crunchbase.com/organization/mavenlink,"Data and Analytics, Software","Irvine, California, United States","Mavenlink delivers cloud-based software and services that transform how businesses do work with distributed teams, contractors, and clients.","1,212"
Nanigans,https://www.crunchbase.com/organization/nanigans,"Data and Analytics, Software, Sales and Marketing, Advertising","Boston, Massachusetts, United States",Nanigans advertising automation software powers the world’s leading in-house performance marketing teams.,"1,206"
Cornerstone OnDemand,https://www.crunchbase.com/organization/cornerstone-ondemand,"Software, Education, Internet Services","Santa Monica, California, United States",Cornerstone OnDemand provides cloud-based talent management software solutions.,"1,196"
Bynder,https://www.crunchbase.com/organization/bynder,"Media and Entertainment, Software, Sales and Marketing, Internet Services","Amsterdam, Noord-Holland, The Netherlands","Bynder is award-winning marketing software that allows brands to easily create, find and use content, such as documents and videos.","1,181"
AvidXchange,https://www.crunchbase.com/organization/avidxchange,"Software, Payments, Financial Services","Charlotte, North Carolina, United States",AvidXchange provides accounts payable and on-demand invoice management solutions.,"1,178"
Sight Machine,https://www.crunchbase.com/organization/sight-machine,"Manufacturing, Science and Engineering, Data and Analytics, Software, Transportation, Internet Services","San Francisco, California, United States",Sight Machine is the category leader for manufacturing analytics,"1,158"
Civis Analytics,https://www.crunchbase.com/organization/civis-analytics,"Data and Analytics, Software","Chicago, Illinois, United States",Civis Analytics helps companies leverage their data to develop smarter strategy and make better decisions.,"1,151"
BreezoMeter,https://www.crunchbase.com/organization/breezometer,"Software, Sports, Health Care, Mobile","Haifa, Hefa, Israel",BreezoMeter - Because Breathing Matters,"1,142"
Bill.com,https://www.crunchbase.com/organization/bill-com,"Apps, Software, Payments, Financial Services","Palo Alto, California, United States",Bill.com provides users with tools dealing with personal finance and automates their business bill payment and invoicing processes.,"1,135"
VTS,https://www.crunchbase.com/organization/vts,"Real Estate, Software","New York, New York, United States","VTS gives asset managers & leasing teams a single platform to track deals, manage space & collaborate seamlessly.","1,111"
PagerDuty,https://www.crunchbase.com/organization/pagerduty,"Information Technology, Software, Internet Services","San Francisco, California, United States",PagerDuty is an operations performance platform delivering visibility and actionable intelligence across the entire incident lifecycle.,"1,097"
GoodData,https://www.crunchbase.com/organization/good-data,"Data and Analytics, Software","San Francisco, California, United States","BI for data monetization to enterprises, ISVs & SIs who seek to quickly create and distribute valuable information to large networks","1,090"
iCIMS,https://www.crunchbase.com/organization/icims,"Media and Entertainment, Software, Video, Content and Publishing","Matawan, New Jersey, United States",iCIMS offers HR professionals with a web-based employment management system featuring a parsing tool to automate resume acquisition.,"1,089"
Accela,https://www.crunchbase.com/organization/accela,"Apps, Software, Government and Military, Mobile","San Ramon, California, United States","Accela provides civic engagement solutions and improves core processes for city, county, state and federal governments.","1,077"
